"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2185","Get scheme by UID - Negative: Scheme doesn't belong to client","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Implementation Tests - Kafka Version","com.service.connectionscheme.ApiConnectionSchemeServiceImplTest","shouldThrowExceptionWhenSchemeNotBelongsToClient"
"","646","Should delete connection scheme successfully","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Integration Tests","com.service.connectionscheme.integration.ConnectionSchemeServiceIntegrationTest","shouldDeleteConnectionSchemeSuccessfully"
"","2187","Get scheme by UID - Positive","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Implementation Tests - Kafka Version","com.service.connectionscheme.ApiConnectionSchemeServiceImplTest","shouldGetSchemeWhenValidRequest"
"","37","Should create connection scheme successfully","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Integration Tests","com.service.connectionscheme.integration.ConnectionSchemeServiceIntegrationTest","shouldCreateConnectionSchemeSuccessfully"
"","27","Should get connection schemes by multiple buffers","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Integration Tests","com.service.connectionscheme.integration.ConnectionSchemeServiceIntegrationTest","shouldGetConnectionSchemesByMultipleBuffers"
"","22","Should create connection scheme with single buffer","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Integration Tests","com.service.connectionscheme.integration.ConnectionSchemeServiceIntegrationTest","shouldCreateConnectionSchemeWithSingleBuffer"
"","33","Should get multiple connection schemes by UIDs","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Integration Tests","com.service.connectionscheme.integration.ConnectionSchemeServiceIntegrationTest","shouldGetMultipleConnectionSchemesByUids"
"","2185","Delete scheme - Positive","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Implementation Tests - Kafka Version","com.service.connectionscheme.ApiConnectionSchemeServiceImplTest","shouldDeleteSchemeWhenValidRequest"
"","39","Should get health status","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Integration Tests","com.service.connectionscheme.integration.ConnectionSchemeServiceIntegrationTest","shouldGetHealthStatus"
"","2185","Health check - Positive","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Implementation Tests - Kafka Version","com.service.connectionscheme.ApiConnectionSchemeServiceImplTest","shouldReturnHealthStatus"
"","2186","Create scheme - Negative: Scheme already exists","","2025-10-30","passed","2025-10-30","","Connection Scheme Service Implementation Tests - Kafka Version","com.service.connectionscheme.ApiConnectionSchemeServiceImplTest","shouldThrowExceptionWhenSchemeAlreadyExists"
